conductor,insulation,method,cores,size_mm2,amps,source
Al,XLPE,B1,2,95,242,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,95,210,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,95,241,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,95,186,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,95,204,"IS 732:2019 Table 22, method D2"
Al,XLPE,A1,2,120,220,"IS 732:2019 Table 22, method A1"
Al,XLPE,A2,2,120,201,"IS 732:2019 Table 22, method A2"
Al,XLPE,B1,2,120,281,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,120,242,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,120,280,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,120,211,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,120,233,"IS 732:2019 Table 22, method D2"
Al,XLPE,A1,2,150,253,"IS 732:2019 Table 22, method A1"
Al,XLPE,A2,2,150,230,"IS 732:2019 Table 22, method A2"
Al,XLPE,B1,2,150,307,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,150,261,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,150,324,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,150,238,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,150,261,"IS 732:2019 Table 22, method D2"
Al,XLPE,A1,2,185,288,"IS 732:2019 Table 22, method A1"
Al,XLPE,A2,2,185,262,"IS 732:2019 Table 22, method A2"
Al,XLPE,B1,2,185,351,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,185,300,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,185,371,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,185,267,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,185,296,"IS 732:2019 Table 22, method D2"
Al,XLPE,A1,2,240,338,"IS 732:2019 Table 22, method A1"
Al,XLPE,A2,2,240,307,"IS 732:2019 Table 22, method A2"
Al,XLPE,B1,2,240,412,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,240,358,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,240,439,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,240,307,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,240,343,"IS 732:2019 Table 22, method D2"
Al,XLPE,A1,2,300,387,"IS 732:2019 Table 22, method A1"
Al,XLPE,A2,2,300,352,"IS 732:2019 Table 22, method A2"
Al,XLPE,B1,2,300,471,"IS 732:2019 Table 22, method B1"
Al,XLPE,B2,2,300,415,"IS 732:2019 Table 22, method B2"
Al,XLPE,C,2,300,508,"IS 732:2019 Table 22, method C"
Al,XLPE,D1,2,300,346,"IS 732:2019 Table 22, method D1"
Al,XLPE,D2,2,300,386,"IS 732:2019 Table 22, method D2"
Cu,PVC,A1,3,1.5,13.5,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,1.5,13,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,1.5,15.5,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,1.5,15,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,1.5,17.5,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,1.5,18,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,1.5,19,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,2.5,18,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,2.5,17.5,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,2.5,21,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,2.5,20,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,2.5,24,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,2.5,24,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,2.5,24,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,4,24,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,4,23,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,4,28,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,4,27,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,4,32,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,4,30,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,4,33,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,6,31,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,6,29,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,6,36,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,6,34,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,6,41,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,6,38,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,6,41,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,10,42,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,10,39,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,10,50,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,10,46,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,10,57,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,10,50,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,10,54,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,16,56,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,16,52,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,16,68,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,16,62,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,16,76,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,16,64,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,16,70,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,25,73,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,25,68,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,25,89,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,25,80,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,25,96,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,25,82,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,25,92,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,35,89,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,35,83,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,35,110,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,35,99,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,35,119,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,35,98,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,35,110,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,50,108,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,50,99,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,50,134,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,50,118,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,50,144,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,50,116,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,50,130,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,70,136,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,70,125,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,70,171,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,70,149,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,70,184,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,70,143,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,70,162,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,95,164,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,95,150,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,95,207,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,95,179,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,95,223,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,95,169,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,95,193,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,120,188,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,120,172,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,120,239,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,120,206,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,120,259,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,120,192,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,120,220,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,150,216,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,150,196,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,150,262,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,150,225,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,150,299,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,150,217,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,150,246,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,185,245,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,185,223,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,185,296,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,185,255,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,185,341,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,185,243,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,185,278,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,240,286,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,240,261,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,240,346,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,240,297,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,240,403,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,240,280,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,240,320,"IS 732:2019 Table 23, method D2"
Cu,PVC,A1,3,300,328,"IS 732:2019 Table 23, method A1"
Cu,PVC,A2,3,300,298,"IS 732:2019 Table 23, method A2"
Cu,PVC,B1,3,300,394,"IS 732:2019 Table 23, method B1"
Cu,PVC,B2,3,300,339,"IS 732:2019 Table 23, method B2"
Cu,PVC,C,3,300,464,"IS 732:2019 Table 23, method C"
Cu,PVC,D1,3,300,316,"IS 732:2019 Table 23, method D1"
Cu,PVC,D2,3,300,359,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,2.5,14,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,2.5,13.5,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,2.5,16.5,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,2.5,15.5,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,2.5,18.5,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,2.5,18.5,"IS 732:2019 Table 23, method D1"
Al,PVC,A1,3,4,18.5,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,4,17.5,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,4,22,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,4,21,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,4,25,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,4,24,"IS 732:2019 Table 23, method D1"
Al,PVC,A1,3,6,24,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,6,23,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,6,28,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,6,27,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,6,32,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,6,30,"IS 732:2019 Table 23, method D1"
Al,PVC,A1,3,10,32,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,10,31,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,10,39,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,10,36,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,10,44,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,10,39,"IS 732:2019 Table 23, method D1"
Al,PVC,A1,3,16,43,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,16,41,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,16,53,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,16,48,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,16,59,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,16,50,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,16,53,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,25,57,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,25,53,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,25,70,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,25,62,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,25,73,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,25,64,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,25,69,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,35,70,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,35,65,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,35,86,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,35,77,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,35,90,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,35,77,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,35,83,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,50,84,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,50,78,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,50,104,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,50,92,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,50,110,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,50,91,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,50,99,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,70,107,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,70,98,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,70,133,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,70,116,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,70,140,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,70,112,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,70,122,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,95,129,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,95,118,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,95,161,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,95,139,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,95,170,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,95,132,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,95,148,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,120,149,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,120,135,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,120,186,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,120,160,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,120,197,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,120,150,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,120,169,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,150,170,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,150,155,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,150,204,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,150,176,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,150,227,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,150,169,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,150,189,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,185,194,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,185,176,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,185,230,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,185,199,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,185,259,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,185,190,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,185,214,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,240,227,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,240,207,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,240,269,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,240,232,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,240,305,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,240,218,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,240,250,"IS 732:2019 Table 23, method D2"
Al,PVC,A1,3,300,261,"IS 732:2019 Table 23, method A1"
Al,PVC,A2,3,300,237,"IS 732:2019 Table 23, method A2"
Al,PVC,B1,3,300,306,"IS 732:2019 Table 23, method B1"
Al,PVC,B2,3,300,265,"IS 732:2019 Table 23, method B2"
Al,PVC,C,3,300,351,"IS 732:2019 Table 23, method C"
Al,PVC,D1,3,300,247,"IS 732:2019 Table 23, method D1"
Al,PVC,D2,3,300,282,"IS 732:2019 Table 23, method D2"
Cu,XLPE,A1,3,1.5,17,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,1.5,16.5,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,1.5,20,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,1.5,19.5,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,1.5,22,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,1.5,21,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,1.5,23,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,2.5,23,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,2.5,22,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,2.5,28,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,2.5,26,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,2.5,30,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,2.5,28,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,2.5,30,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,4,31,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,4,30,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,4,37,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,4,35,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,4,40,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,4,36,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,4,39,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,6,40,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,6,38,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,6,48,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,6,44,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,6,52,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,6,44,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,6,49,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,10,54,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,10,51,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,10,66,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,10,60,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,10,71,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,10,58,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,10,65,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,16,73,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,16,68,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,16,88,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,16,80,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,16,96,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,16,75,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,16,84,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,25,95,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,25,89,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,25,117,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,25,105,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,25,119,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,25,96,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,25,107,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,35,117,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,35,109,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,35,144,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,35,128,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,35,147,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,35,115,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,35,129,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,50,141,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,50,130,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,50,175,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,50,154,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,50,179,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,50,135,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,50,153,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,70,179,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,70,164,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,70,222,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,70,194,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,70,229,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,70,167,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,70,188,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,95,216,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,95,197,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,95,269,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,95,233,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,95,278,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,95,197,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,95,226,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,120,249,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,120,227,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,120,312,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,120,268,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,120,322,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,120,223,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,120,257,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,150,285,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,150,259,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,150,342,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,150,300,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,150,371,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,150,251,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,150,287,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,185,324,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,185,295,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,185,384,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,185,340,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,185,424,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,185,281,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,185,324,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,240,380,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,240,346,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,240,450,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,240,398,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,240,500,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,240,324,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,240,375,"IS 732:2019 Table 24, method D2"
Cu,XLPE,A1,3,300,435,"IS 732:2019 Table 24, method A1"
Cu,XLPE,A2,3,300,396,"IS 732:2019 Table 24, method A2"
Cu,XLPE,B1,3,300,514,"IS 732:2019 Table 24, method B1"
Cu,XLPE,B2,3,300,455,"IS 732:2019 Table 24, method B2"
Cu,XLPE,C,3,300,576,"IS 732:2019 Table 24, method C"
Cu,XLPE,D1,3,300,365,"IS 732:2019 Table 24, method D1"
Cu,XLPE,D2,3,300,419,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,2.5,19,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,2.5,18,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,2.5,22,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,2.5,21,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,2.5,24,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,2.5,22,"IS 732:2019 Table 24, method D1"
Al,XLPE,A1,3,4,25,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,4,24,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,4,29,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,4,28,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,4,32,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,4,28,"IS 732:2019 Table 24, method D1"
Al,XLPE,A1,3,6,32,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,6,31,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,6,38,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,6,35,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,6,41,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,6,35,"IS 732:2019 Table 24, method D1"
Al,XLPE,A1,3,10,44,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,10,41,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,10,52,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,10,48,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,10,57,"IS 732:2019 Table 24, method C"
