conductor,insulation,method,cores,size_mm2,amps,source
Al,XLPE,D1,3,10,46,"IS 732:2019 Table 24, method D1"
Al,XLPE,A1,3,16,58,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,16,55,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,16,71,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,16,64,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,16,76,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,16,59,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,16,64,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,25,76,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,25,71,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,25,93,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,25,84,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,25,90,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,25,75,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,25,82,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,35,94,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,35,87,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,35,116,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,35,103,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,35,112,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,35,90,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,35,98,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,50,113,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,50,104,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,50,140,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,50,124,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,50,136,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,50,106,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,50,117,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,70,142,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,70,131,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,70,179,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,70,156,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,70,174,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,70,130,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,70,144,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,95,171,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,95,157,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,95,217,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,95,188,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,95,211,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,95,154,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,95,172,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,120,197,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,120,180,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,120,251,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,120,216,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,120,245,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,120,174,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,120,197,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,150,226,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,150,206,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,150,267,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,150,240,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,150,283,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,150,197,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,150,220,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,185,256,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,185,233,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,185,300,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,185,272,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,185,323,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,185,220,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,185,250,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,240,300,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,240,273,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,240,351,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,240,318,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,240,382,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,240,253,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,240,290,"IS 732:2019 Table 24, method D2"
Al,XLPE,A1,3,300,344,"IS 732:2019 Table 24, method A1"
Al,XLPE,A2,3,300,313,"IS 732:2019 Table 24, method A2"
Al,XLPE,B1,3,300,402,"IS 732:2019 Table 24, method B1"
Al,XLPE,B2,3,300,364,"IS 732:2019 Table 24, method B2"
Al,XLPE,C,3,300,440,"IS 732:2019 Table 24, method C"
Al,XLPE,D1,3,300,286,"IS 732:2019 Table 24, method D1"
Al,XLPE,D2,3,300,326,"IS 732:2019 Table 24, method D2"
Cu,PVC,E,2,1.5,22,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,1.5,18.5,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,2.5,30,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,2.5,25,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,4,40,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,4,34,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,6,51,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,6,43,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,10,70,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,10,60,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,16,94,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,16,80,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,25,119,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,25,101,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,35,148,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,35,126,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,50,180,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,50,153,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,70,232,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,70,196,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,95,282,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,95,238,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,120,328,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,120,276,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,150,379,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,150,319,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,185,434,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,185,364,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,240,514,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,240,430,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Cu,PVC,E,2,300,593,"IS 732:2019 Table 29, method E, multi-core, 2 loaded conductors"
Cu,PVC,E,3,300,497,"IS 732:2019 Table 29, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,2.5,23,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,2.5,19.5,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,4,31,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,4,26,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,6,39,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,6,33,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,10,54,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,10,46,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,16,73,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,16,61,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,25,89,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,25,78,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,35,111,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,35,96,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,50,135,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,50,117,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,70,173,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,70,150,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,95,210,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,95,183,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,120,244,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,120,212,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,150,282,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,150,245,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,185,322,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,185,280,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,240,380,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,240,330,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Al,PVC,E,2,300,439,"IS 732:2019 Table 30, method E, multi-core, 2 loaded conductors"
Al,PVC,E,3,300,381,"IS 732:2019 Table 30, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,1.5,26,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,1.5,23,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,2.5,36,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,2.5,32,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,4,49,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,4,42,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,6,63,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,6,54,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,10,86,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,10,75,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,16,115,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,16,100,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,25,149,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,25,127,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,35,185,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,35,158,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,50,225,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,50,192,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,70,289,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,70,246,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,95,352,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,95,298,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,120,410,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,120,346,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,150,473,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,150,399,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,185,542,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,185,456,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,240,641,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,240,538,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Cu,XLPE,E,2,300,741,"IS 732:2019 Table 31, method E, multi-core, 2 loaded conductors"
Cu,XLPE,E,3,300,621,"IS 732:2019 Table 31, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,2.5,28,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,2.5,24,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,4,38,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,4,32,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,6,49,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,6,42,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,10,67,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,10,58,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,16,91,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,16,77,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,25,108,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,25,97,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,35,135,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,35,120,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,50,164,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,50,146,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,70,211,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,70,187,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,95,257,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,95,227,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,120,300,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,120,263,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,150,346,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,150,304,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,185,397,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,185,347,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,240,470,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,240,409,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
Al,XLPE,E,2,300,543,"IS 732:2019 Table 32, method E, multi-core, 2 loaded conductors"
Al,XLPE,E,3,300,471,"IS 732:2019 Table 32, method E, multi-core, 3 loaded conductors"
