conductor,insulation,method,cores,size_mm2,amps,source
Cu,XLPE,A1,2,1.5,19,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,1.5,18.5,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,1.5,23,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,1.5,22,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,1.5,24,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,1.5,25,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,1.5,27,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,2.5,26,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,2.5,25,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,2.5,31,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,2.5,30,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,2.5,33,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,2.5,33,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,2.5,35,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,4,35,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,4,33,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,4,42,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,4,40,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,4,45,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,4,43,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,4,46,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,6,45,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,6,42,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,6,54,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,6,51,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,6,58,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,6,53,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,6,58,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,10,61,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,10,57,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,10,75,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,10,69,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,10,80,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,10,71,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,10,77,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,16,81,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,16,76,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,16,100,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,16,91,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,16,107,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,16,91,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,16,100,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,25,106,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,25,99,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,25,133,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,25,119,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,25,138,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,25,116,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,25,129,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,35,131,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,35,121,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,35,164,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,35,146,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,35,171,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,35,139,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,35,155,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,50,158,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,50,145,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,50,198,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,50,175,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,50,209,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,50,164,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,50,183,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,70,200,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,70,183,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,70,253,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,70,221,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,70,269,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,70,203,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,70,225,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,95,241,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,95,220,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,95,306,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,95,265,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,95,328,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,95,239,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,95,270,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,120,278,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,120,253,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,120,354,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,120,305,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,120,382,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,120,271,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,120,306,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,150,318,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,150,290,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,150,393,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,150,334,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,150,441,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,150,306,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,150,343,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,185,362,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,185,329,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,185,449,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,185,384,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,185,506,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,185,343,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,185,387,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,240,424,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,240,386,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,240,528,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,240,459,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,240,599,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,240,395,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,240,448,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A1,2,300,486,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,A2,2,300,442,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B1,2,300,603,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,B2,2,300,532,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,C,2,300,693,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D1,2,300,446,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,D2,2,300,502,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,2.5,20,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,2.5,19.5,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,2.5,25,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,2.5,23,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,2.5,26,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,2.5,26,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,4,27,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,4,26,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,4,33,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,4,31,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,4,35,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,4,33,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,6,35,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,6,33,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,6,43,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,6,40,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,6,45,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,6,42,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,10,48,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,10,45,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,10,59,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,10,54,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,10,62,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,10,55,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,16,64,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,16,60,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,16,79,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,16,72,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,16,84,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,16,71,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,16,76,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,25,84,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,25,78,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,25,105,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,25,94,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,25,101,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,25,90,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,25,98,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,35,103,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,35,96,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,35,130,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,35,115,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,35,126,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,35,108,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,35,117,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,50,125,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,50,115,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
