conductor,insulation,method,cores,size_mm2,amps,source
Al,PVC,A1,3,25,57,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,25,53,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,25,70,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,25,62,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,25,73,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,25,64,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,25,69,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,35,70,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,35,65,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,35,86,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,35,77,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,35,90,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,35,77,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,35,83,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,50,84,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,50,78,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,50,104,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,50,92,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,50,110,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,50,91,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,50,99,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,70,107,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,70,98,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,70,133,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,70,116,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,70,140,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,70,112,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,70,122,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,95,129,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,95,118,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,95,161,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,95,139,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,95,170,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,95,132,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,95,148,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,120,149,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,120,135,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,120,186,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,120,160,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,120,197,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,120,150,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,120,169,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,150,170,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,150,155,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,150,204,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,150,176,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,150,227,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,150,169,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,150,189,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,185,194,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,185,176,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,185,230,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,185,199,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,185,259,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,185,190,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,185,214,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,240,227,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,240,207,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,240,269,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,240,232,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,240,305,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,240,218,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,240,250,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,300,261,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,300,237,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,300,306,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,300,265,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,300,351,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,300,247,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,300,282,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,XLPE,A1,3,1.5,17,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,1.5,16.5,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,1.5,20,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,1.5,19.5,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,1.5,22,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,1.5,21,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,1.5,23,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,2.5,23,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,2.5,22,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,2.5,28,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,2.5,26,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,2.5,30,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,2.5,28,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,2.5,30,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,4,31,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,4,30,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,4,37,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,4,35,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,4,40,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,4,36,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,4,39,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,6,40,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,6,38,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,6,48,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,6,44,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,6,52,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,6,44,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,6,49,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,10,54,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,10,51,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,10,66,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,10,60,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,10,71,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,10,58,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,10,65,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,16,73,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,16,68,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,16,88,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,16,80,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,16,96,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,16,75,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,16,84,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,25,95,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,25,89,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,25,117,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,25,105,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,25,119,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,25,96,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,25,107,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,35,117,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,35,109,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,35,144,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,35,128,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,35,147,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,35,115,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,35,129,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,50,141,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,50,130,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,50,175,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,50,154,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,50,179,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,50,135,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,50,153,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,70,179,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,70,164,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,70,222,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,70,194,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,70,229,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,70,167,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,70,188,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,95,216,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,95,197,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,95,269,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,95,233,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,95,278,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,95,197,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,95,226,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,120,249,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,120,227,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,120,312,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,120,268,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,120,322,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,120,223,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,120,257,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,150,285,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,150,259,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,150,342,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,150,300,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,150,371,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,150,251,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,150,287,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,185,324,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,185,295,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,185,384,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,185,340,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,185,424,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,185,281,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,185,324,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,240,380,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,240,346,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,240,450,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,240,398,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,240,500,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,240,324,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,240,375,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A1,3,300,435,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,A2,3,300,396,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B1,3,300,514,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,B2,3,300,455,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,C,3,300,576,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D1,3,300,365,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Cu,XLPE,D2,3,300,419,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,2.5,19,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,2.5,18,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,2.5,22,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,2.5,21,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,2.5,24,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,2.5,22,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,4,25,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,4,24,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,4,29,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,4,28,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,4,32,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,4,28,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,6,32,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,6,31,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,6,38,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,6,35,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,6,41,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,6,35,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,10,44,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,10,41,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,10,52,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,10,48,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,10,57,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,10,46,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,16,58,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,16,55,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,16,71,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,16,64,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,16,76,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,16,59,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,16,64,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,25,76,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
